model,filename,download_url,opendap_url,Varient,period,Var,grid,timeStep,start,stop,r,i,p,f
NorESM2-MM,tas_Amon_NorESM2-MM_historical_r1i1p1f1_gn_191001-191912.nc,http://esgf-data04.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/NCC/NorESM2-MM/historical/r1i1p1f1/Amon/tas/gn/v20191108/tas_Amon_NorESM2-MM_historical_r1i1p1f1_gn_191001-191912.nc,http://esgf-data04.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/NCC/NorESM2-MM/historical/r1i1p1f1/Amon/tas/gn/v20191108/tas_Amon_NorESM2-MM_historical_r1i1p1f1_gn_191001-191912.nc,r1i1p1f1,historical,tas,gn,mon,1910,1919,1,1,1,1
NorESM2-MM,tas_Amon_NorESM2-MM_historical_r1i1p1f1_gn_192001-192912.nc,http://esgf-data04.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/NCC/NorESM2-MM/historical/r1i1p1f1/Amon/tas/gn/v20191108/tas_Amon_NorESM2-MM_historical_r1i1p1f1_gn_192001-192912.nc,http://esgf-data04.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/NCC/NorESM2-MM/historical/r1i1p1f1/Amon/tas/gn/v20191108/tas_Amon_NorESM2-MM_historical_r1i1p1f1_gn_192001-192912.nc,r1i1p1f1,historical,tas,gn,mon,1920,1929,1,1,1,1
NorESM2-MM,tas_Amon_NorESM2-MM_historical_r1i1p1f1_gn_193001-193912.nc,http://esgf-data04.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/NCC/NorESM2-MM/historical/r1i1p1f1/Amon/tas/gn/v20191108/tas_Amon_NorESM2-MM_historical_r1i1p1f1_gn_193001-193912.nc,http://esgf-data04.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/NCC/NorESM2-MM/historical/r1i1p1f1/Amon/tas/gn/v20191108/tas_Amon_NorESM2-MM_historical_r1i1p1f1_gn_193001-193912.nc,r1i1p1f1,historical,tas,gn,mon,1930,1939,1,1,1,1
NorESM2-MM,tas_Amon_NorESM2-MM_historical_r1i1p1f1_gn_194001-194912.nc,http://esgf-data04.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/NCC/NorESM2-MM/historical/r1i1p1f1/Amon/tas/gn/v20191108/tas_Amon_NorESM2-MM_historical_r1i1p1f1_gn_194001-194912.nc,http://esgf-data04.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/NCC/NorESM2-MM/historical/r1i1p1f1/Amon/tas/gn/v20191108/tas_Amon_NorESM2-MM_historical_r1i1p1f1_gn_194001-194912.nc,r1i1p1f1,historical,tas,gn,mon,1940,1949,1,1,1,1
NorESM2-MM,tas_Amon_NorESM2-MM_historical_r1i1p1f1_gn_195001-195912.nc,http://esgf-data04.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/NCC/NorESM2-MM/historical/r1i1p1f1/Amon/tas/gn/v20191108/tas_Amon_NorESM2-MM_historical_r1i1p1f1_gn_195001-195912.nc,http://esgf-data04.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/NCC/NorESM2-MM/historical/r1i1p1f1/Amon/tas/gn/v20191108/tas_Amon_NorESM2-MM_historical_r1i1p1f1_gn_195001-195912.nc,r1i1p1f1,historical,tas,gn,mon,1950,1959,1,1,1,1
NorESM2-MM,tas_Amon_NorESM2-MM_historical_r1i1p1f1_gn_196001-196912.nc,http://esgf-data04.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/NCC/NorESM2-MM/historical/r1i1p1f1/Amon/tas/gn/v20191108/tas_Amon_NorESM2-MM_historical_r1i1p1f1_gn_196001-196912.nc,http://esgf-data04.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/NCC/NorESM2-MM/historical/r1i1p1f1/Amon/tas/gn/v20191108/tas_Amon_NorESM2-MM_historical_r1i1p1f1_gn_196001-196912.nc,r1i1p1f1,historical,tas,gn,mon,1960,1969,1,1,1,1
NorESM2-MM,tas_Amon_NorESM2-MM_historical_r1i1p1f1_gn_197001-197912.nc,http://esgf-data04.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/NCC/NorESM2-MM/historical/r1i1p1f1/Amon/tas/gn/v20191108/tas_Amon_NorESM2-MM_historical_r1i1p1f1_gn_197001-197912.nc,http://esgf-data04.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/NCC/NorESM2-MM/historical/r1i1p1f1/Amon/tas/gn/v20191108/tas_Amon_NorESM2-MM_historical_r1i1p1f1_gn_197001-197912.nc,r1i1p1f1,historical,tas,gn,mon,1970,1979,1,1,1,1
NorESM2-MM,tas_Amon_NorESM2-MM_historical_r1i1p1f1_gn_198001-198912.nc,http://esgf-data04.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/NCC/NorESM2-MM/historical/r1i1p1f1/Amon/tas/gn/v20191108/tas_Amon_NorESM2-MM_historical_r1i1p1f1_gn_198001-198912.nc,http://esgf-data04.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/NCC/NorESM2-MM/historical/r1i1p1f1/Amon/tas/gn/v20191108/tas_Amon_NorESM2-MM_historical_r1i1p1f1_gn_198001-198912.nc,r1i1p1f1,historical,tas,gn,mon,1980,1989,1,1,1,1
NorESM2-MM,tas_Amon_NorESM2-MM_historical_r1i1p1f1_gn_199001-199912.nc,http://esgf-data04.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/NCC/NorESM2-MM/historical/r1i1p1f1/Amon/tas/gn/v20191108/tas_Amon_NorESM2-MM_historical_r1i1p1f1_gn_199001-199912.nc,http://esgf-data04.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/NCC/NorESM2-MM/historical/r1i1p1f1/Amon/tas/gn/v20191108/tas_Amon_NorESM2-MM_historical_r1i1p1f1_gn_199001-199912.nc,r1i1p1f1,historical,tas,gn,mon,1990,1999,1,1,1,1
NorESM2-MM,tas_Amon_NorESM2-MM_historical_r1i1p1f1_gn_200001-200912.nc,http://esgf-data04.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/NCC/NorESM2-MM/historical/r1i1p1f1/Amon/tas/gn/v20191108/tas_Amon_NorESM2-MM_historical_r1i1p1f1_gn_200001-200912.nc,http://esgf-data04.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/NCC/NorESM2-MM/historical/r1i1p1f1/Amon/tas/gn/v20191108/tas_Amon_NorESM2-MM_historical_r1i1p1f1_gn_200001-200912.nc,r1i1p1f1,historical,tas,gn,mon,2000,2009,1,1,1,1
NorESM2-MM,tas_Amon_NorESM2-MM_historical_r1i1p1f1_gn_201001-201412.nc,http://esgf-data04.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/NCC/NorESM2-MM/historical/r1i1p1f1/Amon/tas/gn/v20191108/tas_Amon_NorESM2-MM_historical_r1i1p1f1_gn_201001-201412.nc,http://esgf-data04.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/NCC/NorESM2-MM/historical/r1i1p1f1/Amon/tas/gn/v20191108/tas_Amon_NorESM2-MM_historical_r1i1p1f1_gn_201001-201412.nc,r1i1p1f1,historical,tas,gn,mon,2010,2014,1,1,1,1
NorESM2-MM,tas_Amon_NorESM2-MM_historical_r1i1p1f1_gn_185001-185912.nc,http://esgf3.dkrz.de/thredds/fileServer/cmip6/CMIP/NCC/NorESM2-MM/historical/r1i1p1f1/Amon/tas/gn/v20191108/tas_Amon_NorESM2-MM_historical_r1i1p1f1_gn_185001-185912.nc,http://esgf3.dkrz.de/thredds/dodsC/cmip6/CMIP/NCC/NorESM2-MM/historical/r1i1p1f1/Amon/tas/gn/v20191108/tas_Amon_NorESM2-MM_historical_r1i1p1f1_gn_185001-185912.nc,r1i1p1f1,historical,tas,gn,mon,1850,1859,1,1,1,1
NorESM2-MM,tas_Amon_NorESM2-MM_historical_r1i1p1f1_gn_186001-186912.nc,http://esgf3.dkrz.de/thredds/fileServer/cmip6/CMIP/NCC/NorESM2-MM/historical/r1i1p1f1/Amon/tas/gn/v20191108/tas_Amon_NorESM2-MM_historical_r1i1p1f1_gn_186001-186912.nc,http://esgf3.dkrz.de/thredds/dodsC/cmip6/CMIP/NCC/NorESM2-MM/historical/r1i1p1f1/Amon/tas/gn/v20191108/tas_Amon_NorESM2-MM_historical_r1i1p1f1_gn_186001-186912.nc,r1i1p1f1,historical,tas,gn,mon,1860,1869,1,1,1,1
NorESM2-MM,tas_Amon_NorESM2-MM_historical_r1i1p1f1_gn_187001-187912.nc,http://esgf3.dkrz.de/thredds/fileServer/cmip6/CMIP/NCC/NorESM2-MM/historical/r1i1p1f1/Amon/tas/gn/v20191108/tas_Amon_NorESM2-MM_historical_r1i1p1f1_gn_187001-187912.nc,http://esgf3.dkrz.de/thredds/dodsC/cmip6/CMIP/NCC/NorESM2-MM/historical/r1i1p1f1/Amon/tas/gn/v20191108/tas_Amon_NorESM2-MM_historical_r1i1p1f1_gn_187001-187912.nc,r1i1p1f1,historical,tas,gn,mon,1870,1879,1,1,1,1
NorESM2-MM,tas_Amon_NorESM2-MM_historical_r1i1p1f1_gn_188001-188912.nc,http://esgf3.dkrz.de/thredds/fileServer/cmip6/CMIP/NCC/NorESM2-MM/historical/r1i1p1f1/Amon/tas/gn/v20191108/tas_Amon_NorESM2-MM_historical_r1i1p1f1_gn_188001-188912.nc,http://esgf3.dkrz.de/thredds/dodsC/cmip6/CMIP/NCC/NorESM2-MM/historical/r1i1p1f1/Amon/tas/gn/v20191108/tas_Amon_NorESM2-MM_historical_r1i1p1f1_gn_188001-188912.nc,r1i1p1f1,historical,tas,gn,mon,1880,1889,1,1,1,1
NorESM2-MM,tas_Amon_NorESM2-MM_historical_r1i1p1f1_gn_189001-189912.nc,http://esgf3.dkrz.de/thredds/fileServer/cmip6/CMIP/NCC/NorESM2-MM/historical/r1i1p1f1/Amon/tas/gn/v20191108/tas_Amon_NorESM2-MM_historical_r1i1p1f1_gn_189001-189912.nc,http://esgf3.dkrz.de/thredds/dodsC/cmip6/CMIP/NCC/NorESM2-MM/historical/r1i1p1f1/Amon/tas/gn/v20191108/tas_Amon_NorESM2-MM_historical_r1i1p1f1_gn_189001-189912.nc,r1i1p1f1,historical,tas,gn,mon,1890,1899,1,1,1,1
NorESM2-MM,tas_Amon_NorESM2-MM_historical_r1i1p1f1_gn_190001-190912.nc,http://esgf3.dkrz.de/thredds/fileServer/cmip6/CMIP/NCC/NorESM2-MM/historical/r1i1p1f1/Amon/tas/gn/v20191108/tas_Amon_NorESM2-MM_historical_r1i1p1f1_gn_190001-190912.nc,http://esgf3.dkrz.de/thredds/dodsC/cmip6/CMIP/NCC/NorESM2-MM/historical/r1i1p1f1/Amon/tas/gn/v20191108/tas_Amon_NorESM2-MM_historical_r1i1p1f1_gn_190001-190912.nc,r1i1p1f1,historical,tas,gn,mon,1900,1909,1,1,1,1
NorESM2-MM,tas_Amon_NorESM2-MM_historical_r1i1p1f1_gn_191001-191912.nc,http://esgf3.dkrz.de/thredds/fileServer/cmip6/CMIP/NCC/NorESM2-MM/historical/r1i1p1f1/Amon/tas/gn/v20191108/tas_Amon_NorESM2-MM_historical_r1i1p1f1_gn_191001-191912.nc,http://esgf3.dkrz.de/thredds/dodsC/cmip6/CMIP/NCC/NorESM2-MM/historical/r1i1p1f1/Amon/tas/gn/v20191108/tas_Amon_NorESM2-MM_historical_r1i1p1f1_gn_191001-191912.nc,r1i1p1f1,historical,tas,gn,mon,1910,1919,1,1,1,1
NorESM2-MM,tas_Amon_NorESM2-MM_historical_r1i1p1f1_gn_192001-192912.nc,http://esgf3.dkrz.de/thredds/fileServer/cmip6/CMIP/NCC/NorESM2-MM/historical/r1i1p1f1/Amon/tas/gn/v20191108/tas_Amon_NorESM2-MM_historical_r1i1p1f1_gn_192001-192912.nc,http://esgf3.dkrz.de/thredds/dodsC/cmip6/CMIP/NCC/NorESM2-MM/historical/r1i1p1f1/Amon/tas/gn/v20191108/tas_Amon_NorESM2-MM_historical_r1i1p1f1_gn_192001-192912.nc,r1i1p1f1,historical,tas,gn,mon,1920,1929,1,1,1,1
NorESM2-MM,tas_Amon_NorESM2-MM_historical_r1i1p1f1_gn_193001-193912.nc,http://esgf3.dkrz.de/thredds/fileServer/cmip6/CMIP/NCC/NorESM2-MM/historical/r1i1p1f1/Amon/tas/gn/v20191108/tas_Amon_NorESM2-MM_historical_r1i1p1f1_gn_193001-193912.nc,http://esgf3.dkrz.de/thredds/dodsC/cmip6/CMIP/NCC/NorESM2-MM/historical/r1i1p1f1/Amon/tas/gn/v20191108/tas_Amon_NorESM2-MM_historical_r1i1p1f1_gn_193001-193912.nc,r1i1p1f1,historical,tas,gn,mon,1930,1939,1,1,1,1
NorESM2-MM,tas_Amon_NorESM2-MM_historical_r1i1p1f1_gn_194001-194912.nc,http://esgf3.dkrz.de/thredds/fileServer/cmip6/CMIP/NCC/NorESM2-MM/historical/r1i1p1f1/Amon/tas/gn/v20191108/tas_Amon_NorESM2-MM_historical_r1i1p1f1_gn_194001-194912.nc,http://esgf3.dkrz.de/thredds/dodsC/cmip6/CMIP/NCC/NorESM2-MM/historical/r1i1p1f1/Amon/tas/gn/v20191108/tas_Amon_NorESM2-MM_historical_r1i1p1f1_gn_194001-194912.nc,r1i1p1f1,historical,tas,gn,mon,1940,1949,1,1,1,1
NorESM2-MM,tas_Amon_NorESM2-MM_historical_r1i1p1f1_gn_195001-195912.nc,http://esgf3.dkrz.de/thredds/fileServer/cmip6/CMIP/NCC/NorESM2-MM/historical/r1i1p1f1/Amon/tas/gn/v20191108/tas_Amon_NorESM2-MM_historical_r1i1p1f1_gn_195001-195912.nc,http://esgf3.dkrz.de/thredds/dodsC/cmip6/CMIP/NCC/NorESM2-MM/historical/r1i1p1f1/Amon/tas/gn/v20191108/tas_Amon_NorESM2-MM_historical_r1i1p1f1_gn_195001-195912.nc,r1i1p1f1,historical,tas,gn,mon,1950,1959,1,1,1,1
NorESM2-MM,tas_Amon_NorESM2-MM_historical_r1i1p1f1_gn_196001-196912.nc,http://esgf3.dkrz.de/thredds/fileServer/cmip6/CMIP/NCC/NorESM2-MM/historical/r1i1p1f1/Amon/tas/gn/v20191108/tas_Amon_NorESM2-MM_historical_r1i1p1f1_gn_196001-196912.nc,http://esgf3.dkrz.de/thredds/dodsC/cmip6/CMIP/NCC/NorESM2-MM/historical/r1i1p1f1/Amon/tas/gn/v20191108/tas_Amon_NorESM2-MM_historical_r1i1p1f1_gn_196001-196912.nc,r1i1p1f1,historical,tas,gn,mon,1960,1969,1,1,1,1
NorESM2-MM,tas_Amon_NorESM2-MM_historical_r1i1p1f1_gn_197001-197912.nc,http://esgf3.dkrz.de/thredds/fileServer/cmip6/CMIP/NCC/NorESM2-MM/historical/r1i1p1f1/Amon/tas/gn/v20191108/tas_Amon_NorESM2-MM_historical_r1i1p1f1_gn_197001-197912.nc,http://esgf3.dkrz.de/thredds/dodsC/cmip6/CMIP/NCC/NorESM2-MM/historical/r1i1p1f1/Amon/tas/gn/v20191108/tas_Amon_NorESM2-MM_historical_r1i1p1f1_gn_197001-197912.nc,r1i1p1f1,historical,tas,gn,mon,1970,1979,1,1,1,1
NorESM2-MM,tas_Amon_NorESM2-MM_historical_r1i1p1f1_gn_198001-198912.nc,http://esgf3.dkrz.de/thredds/fileServer/cmip6/CMIP/NCC/NorESM2-MM/historical/r1i1p1f1/Amon/tas/gn/v20191108/tas_Amon_NorESM2-MM_historical_r1i1p1f1_gn_198001-198912.nc,http://esgf3.dkrz.de/thredds/dodsC/cmip6/CMIP/NCC/NorESM2-MM/historical/r1i1p1f1/Amon/tas/gn/v20191108/tas_Amon_NorESM2-MM_historical_r1i1p1f1_gn_198001-198912.nc,r1i1p1f1,historical,tas,gn,mon,1980,1989,1,1,1,1
NorESM2-MM,tas_Amon_NorESM2-MM_historical_r1i1p1f1_gn_199001-199912.nc,http://esgf3.dkrz.de/thredds/fileServer/cmip6/CMIP/NCC/NorESM2-MM/historical/r1i1p1f1/Amon/tas/gn/v20191108/tas_Amon_NorESM2-MM_historical_r1i1p1f1_gn_199001-199912.nc,http://esgf3.dkrz.de/thredds/dodsC/cmip6/CMIP/NCC/NorESM2-MM/historical/r1i1p1f1/Amon/tas/gn/v20191108/tas_Amon_NorESM2-MM_historical_r1i1p1f1_gn_199001-199912.nc,r1i1p1f1,historical,tas,gn,mon,1990,1999,1,1,1,1
NorESM2-MM,tas_Amon_NorESM2-MM_historical_r1i1p1f1_gn_200001-200912.nc,http://esgf3.dkrz.de/thredds/fileServer/cmip6/CMIP/NCC/NorESM2-MM/historical/r1i1p1f1/Amon/tas/gn/v20191108/tas_Amon_NorESM2-MM_historical_r1i1p1f1_gn_200001-200912.nc,http://esgf3.dkrz.de/thredds/dodsC/cmip6/CMIP/NCC/NorESM2-MM/historical/r1i1p1f1/Amon/tas/gn/v20191108/tas_Amon_NorESM2-MM_historical_r1i1p1f1_gn_200001-200912.nc,r1i1p1f1,historical,tas,gn,mon,2000,2009,1,1,1,1
NorESM2-MM,tas_Amon_NorESM2-MM_historical_r1i1p1f1_gn_201001-201412.nc,http://esgf3.dkrz.de/thredds/fileServer/cmip6/CMIP/NCC/NorESM2-MM/historical/r1i1p1f1/Amon/tas/gn/v20191108/tas_Amon_NorESM2-MM_historical_r1i1p1f1_gn_201001-201412.nc,http://esgf3.dkrz.de/thredds/dodsC/cmip6/CMIP/NCC/NorESM2-MM/historical/r1i1p1f1/Amon/tas/gn/v20191108/tas_Amon_NorESM2-MM_historical_r1i1p1f1_gn_201001-201412.nc,r1i1p1f1,historical,tas,gn,mon,2010,2014,1,1,1,1
NorESM2-MM,rsdt_Amon_NorESM2-MM_historical_r1i1p1f1_gn_185001-185912.nc,http://esgf3.dkrz.de/thredds/fileServer/cmip6/CMIP/NCC/NorESM2-MM/historical/r1i1p1f1/Amon/rsdt/gn/v20191108/rsdt_Amon_NorESM2-MM_historical_r1i1p1f1_gn_185001-185912.nc,http://esgf3.dkrz.de/thredds/dodsC/cmip6/CMIP/NCC/NorESM2-MM/historical/r1i1p1f1/Amon/rsdt/gn/v20191108/rsdt_Amon_NorESM2-MM_historical_r1i1p1f1_gn_185001-185912.nc,r1i1p1f1,historical,rsdt,gn,mon,1850,1859,1,1,1,1
NorESM2-MM,rsdt_Amon_NorESM2-MM_historical_r1i1p1f1_gn_186001-186912.nc,http://esgf3.dkrz.de/thredds/fileServer/cmip6/CMIP/NCC/NorESM2-MM/historical/r1i1p1f1/Amon/rsdt/gn/v20191108/rsdt_Amon_NorESM2-MM_historical_r1i1p1f1_gn_186001-186912.nc,http://esgf3.dkrz.de/thredds/dodsC/cmip6/CMIP/NCC/NorESM2-MM/historical/r1i1p1f1/Amon/rsdt/gn/v20191108/rsdt_Amon_NorESM2-MM_historical_r1i1p1f1_gn_186001-186912.nc,r1i1p1f1,historical,rsdt,gn,mon,1860,1869,1,1,1,1
NorESM2-MM,rsdt_Amon_NorESM2-MM_historical_r1i1p1f1_gn_187001-187912.nc,http://esgf3.dkrz.de/thredds/fileServer/cmip6/CMIP/NCC/NorESM2-MM/historical/r1i1p1f1/Amon/rsdt/gn/v20191108/rsdt_Amon_NorESM2-MM_historical_r1i1p1f1_gn_187001-187912.nc,http://esgf3.dkrz.de/thredds/dodsC/cmip6/CMIP/NCC/NorESM2-MM/historical/r1i1p1f1/Amon/rsdt/gn/v20191108/rsdt_Amon_NorESM2-MM_historical_r1i1p1f1_gn_187001-187912.nc,r1i1p1f1,historical,rsdt,gn,mon,1870,1879,1,1,1,1
NorESM2-MM,rsdt_Amon_NorESM2-MM_historical_r1i1p1f1_gn_188001-188912.nc,http://esgf3.dkrz.de/thredds/fileServer/cmip6/CMIP/NCC/NorESM2-MM/historical/r1i1p1f1/Amon/rsdt/gn/v20191108/rsdt_Amon_NorESM2-MM_historical_r1i1p1f1_gn_188001-188912.nc,http://esgf3.dkrz.de/thredds/dodsC/cmip6/CMIP/NCC/NorESM2-MM/historical/r1i1p1f1/Amon/rsdt/gn/v20191108/rsdt_Amon_NorESM2-MM_historical_r1i1p1f1_gn_188001-188912.nc,r1i1p1f1,historical,rsdt,gn,mon,1880,1889,1,1,1,1
NorESM2-MM,rsdt_Amon_NorESM2-MM_historical_r1i1p1f1_gn_189001-189912.nc,http://esgf3.dkrz.de/thredds/fileServer/cmip6/CMIP/NCC/NorESM2-MM/historical/r1i1p1f1/Amon/rsdt/gn/v20191108/rsdt_Amon_NorESM2-MM_historical_r1i1p1f1_gn_189001-189912.nc,http://esgf3.dkrz.de/thredds/dodsC/cmip6/CMIP/NCC/NorESM2-MM/historical/r1i1p1f1/Amon/rsdt/gn/v20191108/rsdt_Amon_NorESM2-MM_historical_r1i1p1f1_gn_189001-189912.nc,r1i1p1f1,historical,rsdt,gn,mon,1890,1899,1,1,1,1
NorESM2-MM,rsdt_Amon_NorESM2-MM_historical_r1i1p1f1_gn_190001-190912.nc,http://esgf3.dkrz.de/thredds/fileServer/cmip6/CMIP/NCC/NorESM2-MM/historical/r1i1p1f1/Amon/rsdt/gn/v20191108/rsdt_Amon_NorESM2-MM_historical_r1i1p1f1_gn_190001-190912.nc,http://esgf3.dkrz.de/thredds/dodsC/cmip6/CMIP/NCC/NorESM2-MM/historical/r1i1p1f1/Amon/rsdt/gn/v20191108/rsdt_Amon_NorESM2-MM_historical_r1i1p1f1_gn_190001-190912.nc,r1i1p1f1,historical,rsdt,gn,mon,1900,1909,1,1,1,1
NorESM2-MM,rsdt_Amon_NorESM2-MM_historical_r1i1p1f1_gn_191001-191912.nc,http://esgf3.dkrz.de/thredds/fileServer/cmip6/CMIP/NCC/NorESM2-MM/historical/r1i1p1f1/Amon/rsdt/gn/v20191108/rsdt_Amon_NorESM2-MM_historical_r1i1p1f1_gn_191001-191912.nc,http://esgf3.dkrz.de/thredds/dodsC/cmip6/CMIP/NCC/NorESM2-MM/historical/r1i1p1f1/Amon/rsdt/gn/v20191108/rsdt_Amon_NorESM2-MM_historical_r1i1p1f1_gn_191001-191912.nc,r1i1p1f1,historical,rsdt,gn,mon,1910,1919,1,1,1,1
NorESM2-MM,rsdt_Amon_NorESM2-MM_historical_r1i1p1f1_gn_192001-192912.nc,http://esgf3.dkrz.de/thredds/fileServer/cmip6/CMIP/NCC/NorESM2-MM/historical/r1i1p1f1/Amon/rsdt/gn/v20191108/rsdt_Amon_NorESM2-MM_historical_r1i1p1f1_gn_192001-192912.nc,http://esgf3.dkrz.de/thredds/dodsC/cmip6/CMIP/NCC/NorESM2-MM/historical/r1i1p1f1/Amon/rsdt/gn/v20191108/rsdt_Amon_NorESM2-MM_historical_r1i1p1f1_gn_192001-192912.nc,r1i1p1f1,historical,rsdt,gn,mon,1920,1929,1,1,1,1
NorESM2-MM,rsdt_Amon_NorESM2-MM_historical_r1i1p1f1_gn_193001-193912.nc,http://esgf3.dkrz.de/thredds/fileServer/cmip6/CMIP/NCC/NorESM2-MM/historical/r1i1p1f1/Amon/rsdt/gn/v20191108/rsdt_Amon_NorESM2-MM_historical_r1i1p1f1_gn_193001-193912.nc,http://esgf3.dkrz.de/thredds/dodsC/cmip6/CMIP/NCC/NorESM2-MM/historical/r1i1p1f1/Amon/rsdt/gn/v20191108/rsdt_Amon_NorESM2-MM_historical_r1i1p1f1_gn_193001-193912.nc,r1i1p1f1,historical,rsdt,gn,mon,1930,1939,1,1,1,1
NorESM2-MM,rsdt_Amon_NorESM2-MM_historical_r1i1p1f1_gn_194001-194912.nc,http://esgf3.dkrz.de/thredds/fileServer/cmip6/CMIP/NCC/NorESM2-MM/historical/r1i1p1f1/Amon/rsdt/gn/v20191108/rsdt_Amon_NorESM2-MM_historical_r1i1p1f1_gn_194001-194912.nc,http://esgf3.dkrz.de/thredds/dodsC/cmip6/CMIP/NCC/NorESM2-MM/historical/r1i1p1f1/Amon/rsdt/gn/v20191108/rsdt_Amon_NorESM2-MM_historical_r1i1p1f1_gn_194001-194912.nc,r1i1p1f1,historical,rsdt,gn,mon,1940,1949,1,1,1,1
NorESM2-MM,rsdt_Amon_NorESM2-MM_historical_r1i1p1f1_gn_195001-195912.nc,http://esgf3.dkrz.de/thredds/fileServer/cmip6/CMIP/NCC/NorESM2-MM/historical/r1i1p1f1/Amon/rsdt/gn/v20191108/rsdt_Amon_NorESM2-MM_historical_r1i1p1f1_gn_195001-195912.nc,http://esgf3.dkrz.de/thredds/dodsC/cmip6/CMIP/NCC/NorESM2-MM/historical/r1i1p1f1/Amon/rsdt/gn/v20191108/rsdt_Amon_NorESM2-MM_historical_r1i1p1f1_gn_195001-195912.nc,r1i1p1f1,historical,rsdt,gn,mon,1950,1959,1,1,1,1
NorESM2-MM,rsdt_Amon_NorESM2-MM_historical_r1i1p1f1_gn_196001-196912.nc,http://esgf3.dkrz.de/thredds/fileServer/cmip6/CMIP/NCC/NorESM2-MM/historical/r1i1p1f1/Amon/rsdt/gn/v20191108/rsdt_Amon_NorESM2-MM_historical_r1i1p1f1_gn_196001-196912.nc,http://esgf3.dkrz.de/thredds/dodsC/cmip6/CMIP/NCC/NorESM2-MM/historical/r1i1p1f1/Amon/rsdt/gn/v20191108/rsdt_Amon_NorESM2-MM_historical_r1i1p1f1_gn_196001-196912.nc,r1i1p1f1,historical,rsdt,gn,mon,1960,1969,1,1,1,1
NorESM2-MM,rsdt_Amon_NorESM2-MM_historical_r1i1p1f1_gn_197001-197912.nc,http://esgf3.dkrz.de/thredds/fileServer/cmip6/CMIP/NCC/NorESM2-MM/historical/r1i1p1f1/Amon/rsdt/gn/v20191108/rsdt_Amon_NorESM2-MM_historical_r1i1p1f1_gn_197001-197912.nc,http://esgf3.dkrz.de/thredds/dodsC/cmip6/CMIP/NCC/NorESM2-MM/historical/r1i1p1f1/Amon/rsdt/gn/v20191108/rsdt_Amon_NorESM2-MM_historical_r1i1p1f1_gn_197001-197912.nc,r1i1p1f1,historical,rsdt,gn,mon,1970,1979,1,1,1,1
NorESM2-MM,rsdt_Amon_NorESM2-MM_historical_r1i1p1f1_gn_198001-198912.nc,http://esgf3.dkrz.de/thredds/fileServer/cmip6/CMIP/NCC/NorESM2-MM/historical/r1i1p1f1/Amon/rsdt/gn/v20191108/rsdt_Amon_NorESM2-MM_historical_r1i1p1f1_gn_198001-198912.nc,http://esgf3.dkrz.de/thredds/dodsC/cmip6/CMIP/NCC/NorESM2-MM/historical/r1i1p1f1/Amon/rsdt/gn/v20191108/rsdt_Amon_NorESM2-MM_historical_r1i1p1f1_gn_198001-198912.nc,r1i1p1f1,historical,rsdt,gn,mon,1980,1989,1,1,1,1
NorESM2-MM,rsdt_Amon_NorESM2-MM_historical_r1i1p1f1_gn_199001-199912.nc,http://esgf3.dkrz.de/thredds/fileServer/cmip6/CMIP/NCC/NorESM2-MM/historical/r1i1p1f1/Amon/rsdt/gn/v20191108/rsdt_Amon_NorESM2-MM_historical_r1i1p1f1_gn_199001-199912.nc,http://esgf3.dkrz.de/thredds/dodsC/cmip6/CMIP/NCC/NorESM2-MM/historical/r1i1p1f1/Amon/rsdt/gn/v20191108/rsdt_Amon_NorESM2-MM_historical_r1i1p1f1_gn_199001-199912.nc,r1i1p1f1,historical,rsdt,gn,mon,1990,1999,1,1,1,1
